"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP1047",100.227,100.227,100.227,164,136,165,139204.994938336,139174.994938336,9950.95971040428,9783,1
"CP1042",100.227,100.227,100.227,18.4199279344164,1,27,9949.66973317787,9946.66973317787,9650.96661355346,9942,1
"CP1043",100.227,100.227,100.227,98,68,126,268513.204718474,268454.204718474,9407.96138253063,9407,1
"CP1045",100.227,100.227,100.227,141,126,153,129873.785045929,129845.785045929,9950.95971040428,9950,1
"CP1046",100.227,100.227,100.227,210,195,223,121339.835356921,121310.835356921,9884.66315669939,9744,1
"CP1048",100.227,100.227,100.227,298,287,314,127281.684146728,127253.684146728,9998.91253886744,9535,1
"CP1049",100.227,100.227,100.227,35,32,61,157323.805456981,157293.805456981,9835.09841142222,9942,1
"CP2804",100.227,100.227,100.227,623,593,651,268513.204718474,67447.3047626904,9407.96138253063,0,1
"CP2805",100.227,100.227,100.227,900,886,924,188686.363096349,45137.7165820605,9883.71887709945,0,1
"CP2806",100.227,100.227,100.227,952,951,976,132147.816338111,32101.5174012338,9662.50226134434,0,1
"CP1891",100.227,100.227,100.227,501,481,522,17764948.7189632,17447830.6141678,1157193.42611997,48,1
"CP1945",100.228,100.228,100.228,500,478,523,22041505.8749272,21532459.2657133,1280780.25692353,21,1
"CP1892",100.229,100.229,100.229,500,479,524,21173012.9187104,20731882.8885125,1308485.39914902,21,1
"CP2063",100.23,100.23,100.23,499,470,530,24655965.9714356,23829971.7802231,1304847.2910055,15,1
"CP0170",100.231,100.231,100.231,35,20,52,177671.20547127,42983.4154696365,9651.18766762316,0,1
"CP0171",100.231,100.231,100.231,236,217,258,241186.331426725,62925.2669280967,9821.869188454,0,1
"CP0172",100.231,100.231,100.231,330,307,349,184353.749812581,34031.0429785291,9523.5148537904,0,1
"CP2807",100.231,100.231,100.231,761,742,783,241186.331426725,62925.2669280967,9821.869188454,0,1
"CP2808",100.231,100.231,100.231,855,832,874,184353.749812581,34031.0429785291,9523.5148537904,0,1
"CP2810",100.231,100.231,100.231,997,961,1000,213828.647581395,56848.4693314911,9390.87230479345,0,1
"CP0173",100.231,100.231,100.231,273,258,281,128704.595919698,36648.227546273,9944.72706923261,0,1
"CP2064",100.231,100.231,100.231,502,477,530,24004052.8931539,23393677.0268771,1360505.21597583,26,1
"CP2809",100.231,100.231,100.231,798,783,806,128704.595919698,36648.227546273,9944.72706923261,0,1
"CP1690",100.232,100.232,100.232,500,474,525,21029276.9548627,20036154.7482133,1259012.02012074,17,1
"CP1839",100.233,100.233,100.233,500,479,522,21399174.7427626,20828885.4311214,1432288.19447761,24,1
"CP2113",100.234,100.234,100.234,500,477,523,24290405.2927932,23903763.5341477,1433035.15061427,37,1
"CP1050",100.235,100.235,100.235,277.360197029276,157,466,324140.629346948,80756.8522030488,9975.18182266504,0,1
"CP1051",100.235,100.235,100.235,89,87,122,169948.602176737,38984.6184469449,9858.47996314988,0,1
"CP2114",100.235,100.235,100.235,501,469,533,21681583.0132784,21061708.5599581,1414159.19263904,26,1
"CP2811",100.235,100.235,100.235,612,611,614,26622.8488157503,5981.99902490402,7531.88739763573,0,1
"CP2812",100.235,100.235,100.235,752,720,781,324140.629346948,80756.8522030488,9855.88518436998,0,1
"CP2813",100.235,100.235,100.235,833,816,854,184549.017851241,36651.6965138726,9975.18182266504,0,1
"CP2814",100.235,100.235,100.235,697,682,720,169516.825149767,31681.6592542455,9322.2759780474,0,1
"CP2815",100.235,100.235,100.235,920,895,921,164542.039420921,48723.2594060091,9608.69065253064,0,1
"CP1946",100.236,100.236,100.236,501,480,523,19461459.9352118,19097501.7753451,1303958.29879008,33,1
"CP1947",100.237,100.237,100.237,500,474,522,22551749.7611215,22237445.3559098,1347977.4605157,46,1
"CP1840",100.238,100.238,100.238,501,469,533,21526729.0052362,20885665.634752,1286060.14935159,21,1
"CP1791",100.239,100.239,100.239,500,476,522,22882664.7812113,22204011.9501335,1353994.37283046,22,1
"CP1254",100.24,100.24,100.24,60,37,86,257710.437488277,66465.8725133005,9941.85841875151,0,1
"CP1255",100.24,100.24,100.24,296,259,291,160252.709311899,43186.5706534705,9986.41209676862,0,1
"CP1256",100.24,100.24,100.24,108,86,129,234019.081098959,50684.9355104269,9938.47134057432,0,1
"CP1257",100.24,100.24,100.24,414,392,428,181589.557849802,44995.0753538368,9637.4847390689,0,1
"CP2014",100.24,100.24,100.24,501,479,522,20154636.9483045,19691843.7459138,1241176.87194389,29,1
"CP2816",100.24,100.24,100.24,603.995059173146,526,654,234019.081098959,132331.131229876,9941.85841875151,2,1
"CP2817",100.24,100.24,100.24,774.681035190835,680,862,272253.978145309,154835.373400128,9986.41209676862,2,1
"CP2818",100.24,100.24,100.24,939,917,953,181589.557849802,102532.822418725,9637.4847390689,1,1
"CP2819",100.24,100.24,100.24,899,882,915,135440.489288885,68358.9048607973,8918.53723675013,1,1
"CP2820",100.24,100.24,100.24,965,953,981,146322.920008097,85110.9598169569,9953.6264827475,2,1
"CP2826",100.241,100.241,100.241,760,747,777,152035.391055979,120386.378149657,9814.91701444611,5,1
"CP0773",100.241,100.241,100.241,42,21,64,250679.440051317,73071.1275310018,9941.52183411643,0,1
"CP2148",100.241,100.241,100.241,501,479,523,20619718.6473205,20327340.4115614,1306856.49467546,59,1
"CP2821",100.241,100.241,100.241,580.775694235078,523,623,360005.259713576,293356.454610156,9941.52183411643,5,1
"CP2822",100.241,100.241,100.241,730,715,747,169914.446815383,138122.300344209,9836.5959757939,5,1
"CP2823",100.241,100.241,100.241,924,890,960,368225.344840903,297662.813320446,9810.00268599018,5,1
"CP2824",100.241,100.241,100.241,989,976,1000,135668.94340096,110104.591224808,9546.57799564302,5,1
"CP2825",100.241,100.241,100.241,694,680,713,178631.581708323,144307.398641637,9815.44245034456,5,1
"CP2827",100.241,100.241,100.241,656,629,657,166462.591472082,137959.986306572,9442.60074524209,5,1
"CP2828",100.241,100.241,100.241,846,844,847,15836.9491808116,11610.8328072975,6177.49052587897,5,1
"CP2829",100.241,100.241,100.241,870,867,896,150075.945421122,120062.069940226,9810.00268599018,5,1
"CP2015",100.242,100.242,100.242,500,474,528,22093221.6114213,21466886.456359,1190652.65218799,24,1
"CP2016",100.243,100.243,100.243,501,480,524,21705119.4590265,21420150.5892849,1373633.14864961,79,1
"CP0174",100.244,100.244,100.244,237.452389375261,203,273,220024.617915042,219984.617915042,9922.05945542082,9921,1
"CP0175",100.244,100.244,100.244,43.3822143039679,18,75,169611.979436595,169577.979436595,9795.71023024619,9795,1
"CP0176",100.244,100.244,100.244,178,150,202,250083.16030493,250030.16030493,9975.21938290447,9974,1
"CP0177",100.244,100.244,100.244,359,333,386,283583.214492537,283529.214492537,9333.71646562591,9333,1
"CP0178",100.244,100.244,100.244,295,278,314,198116.357913241,198079.357913241,9905.45494947582,9904,1
"CP0179",100.244,100.244,100.244,437,406,474,395270.2879766,395201.2879766,9749.45139139891,9716,1
"CP0180",100.244,100.244,100.244,130,117,132,75765.7833001576,75749.7833001576,9679.56690816209,9128,1
"CP0181",100.244,100.244,100.244,3,1,18,88030.2595626563,88012.2595626563,9591.32425487041,9590,1
"CP2830",100.244,100.244,100.244,703,675,727,250083.16030493,60074.1282444888,9975.21938290447,0,1
"CP2831",100.244,100.244,100.244,777,759,798,220024.617915042,62736.2214068049,9922.05945542082,0,1
